"","rep.0..days.","rep.0..days."
"279",32948.7566345112,19685.3329382805
"280",33058.3149498672,19684.501092282
"281",32897.5592269588,19683.4873759058
"282",33016.0701858315,19677.4759090382
"283",32943.6279616724,19673.7740594419
"284",32976.8620696402,19673.5010464131
"285",33002.7549529553,19669.3598575527
"286",33199.2553902065,19668.5733695264
"287",33334.6235839559,19667.2955187877
"288",33186.85033107,19665.3963492622
"289",33239.7169646377,19672.6646759475
"290",33385.4685048333,19668.7621977035
"291",33737.0059827678,19665.8664366344
"292",33510.1508301823,19673.6923964059
"293",33371.2220252268,19669.8202399926
"294",33329.8940729715,19663.2711261792
"295",33080.6072372067,19663.6656846512
"296",32915.0631219434,19666.3420538555
"297",32943.8127212932,19666.0434008622
"298",32867.2085195925,19663.9892485013
"299",32860.4070419569,19661.8030542126
"300",32949.3109008183,19660.9747986438
"301",32775.6236102163,19662.1832471097
"302",32687.4500074694,19657.6570651397
"303",32734.6372572507,19659.1431722136
"304",32656.2851357951,19659.5353086834
"305",32653.3309246709,19663.7187072777
"306",32760.6653813563,19662.24269301
"307",32733.8362818879,19659.7595552073
"308",32742.4190088123,19663.6359314648
"309",32607.8694152333,19658.9575101294
"310",32605.0505862132,19653.3816978714
"311",32577.5638256076,19653.7093070197
"312",32580.3690678403,19653.8992300071
"313",32607.4516689374,19651.8143872636
"314",32580.8035606012,19652.5774716248
"315",32559.2797411787,19653.1237592097
"316",32557.9363721651,19654.9234873242
"317",32559.7650432516,19654.325894603
"318",32559.7476427915,19655.0047119606
"319",32557.8714510752,19656.0224411923
"320",32566.5841855325,19656.3940438215
"321",32579.1549558634,19656.4446996483
"322",32568.4928528386,19659.0642575721
"323",32567.5710583891,19658.2032983615
"324",32579.6947839589,19661.3475384906
"325",32591.9265702167,19663.2122619988
"326",32575.397939651,19664.1184071663
"327",32564.3232422209,19664.6705158986
"328",32559.3359763356,19664.8902593999
"329",32560.0409661523,19666.8877959378
"330",32560.270222535,19668.9083787605
"331",32560.9370823175,19668.6835704819
"332",32561.82891396,19667.7380662494
"333",32562.8828193973,19665.1466443564
"334",32563.8056269909,19667.9781267587
"335",32564.7878867072,19668.2769956311
"336",32566.0290559652,19670.6362247484
"337",32566.7890079638,19671.2465337113
"338",32567.657588251,19669.4930016769
"339",32568.5535142647,19671.2626676674
"340",32569.5274317578,19673.6453157877
"341",32570.516498996,19675.5098473585
"342",32571.4967937556,19678.0212946662
"343",32572.4586190174,19678.7948089254
"344",32573.4371484909,19678.9031664154
"345",32574.3828775607,19681.3181396871
"346",32575.3568747223,19681.9787097298
"347",32576.3316835377,19682.5385026486
"348",32577.3070836302,19682.7067923264
"349",32578.2823623409,19683.2382792576
"350",32579.2577385209,19683.1004462147
"351",32580.2331339204,19683.595326864
"352",32581.208595289,19685.3683460949
"353",32582.1840769793,19687.3993475322
"354",32583.1595569544,19688.2495516268
"355",32584.1350953106,19688.7332758409
"356",32585.1106648003,19689.1014155303
"357",32586.0862656252,19689.9504121636
"358",32587.0618975153,19692.1885475348
"359",32588.0375599629,19692.6015161165
"360",32589.0132537871,19693.7091148851
"361",32589.9889779723,19694.3239658291
"362",32590.964733471,19694.5077026348
"363",32591.9405200544,19693.6779571885
"364",32592.9163375164,19694.4981985407
"365",32593.8921860095,19695.7781248651
"366",32594.8680654834,19695.7482843763
"367",32595.8439759382,19697.0232871694
"368",32596.8199173748,19699.6167322759
"369",32597.7958897941,19700.8380780972
"370",32598.7718931971,19701.7165942914
"371",32599.7479275849,19702.1600556264
"372",32600.7239929584,19703.1224676885
"373",32601.7000893186,19703.6470207357
"374",32602.6762166665,19704.4489136033
"375",32603.652375003,19705.166748255
"376",32604.6285643292,19706.1683959333
"377",32605.604784646,19706.8330679051
"378",32606.5810359544,19707.5152788498
"379",32463.6392199505,19517.6353729666
"380",32400.6828296068,19465.8849749543
"381",32328.4582703324,19487.5616086793
"382",32327.3530324742,19505.8610483239
"383",32348.4261504833,19479.9773933634
"384",32301.731461081,19490.5406595991
"385",32290.3802514476,19453.1379787214
"386",32274.8437081306,19463.2946986631
"387",32257.6836342094,19472.0510428883
"388",32279.645216908,19421.46123264
"389",32274.0269281976,19427.2546540328
"390",32258.7123779804,19412.8159864138
"391",32250.0794138334,19409.9327540644
"392",32250.257279063,19361.1536860427
"393",32260.7767882316,19367.0097550576
"394",32246.8128256277,19340.1564773821
"395",32264.8198583331,19338.4867191165
"396",32245.7999337326,19329.4327248079
"397",32242.0222638847,19329.1295985735
"398",32261.3955794377,19355.835533498
"399",32247.5031338155,19335.5393466384
"400",32246.6027932391,19315.4499075273
"401",32272.228405379,19306.9862060984
"402",32264.9142378828,19261.136736702
"403",32279.5309834961,19261.6835421019
"404",32263.3976398611,19262.2303648611
"405",32267.9280864594,19262.77720498
"406",32256.076156325,19263.3240624591
"407",32258.9990054997,19263.8709372991
"408",32258.1483276588,19264.4178295005
"409",32264.9010570865,19264.9647390638
"410",32269.8273322646,19265.5116659895
"411",32285.5935158994,19266.0586102784
"412",32278.1204816937,19266.6055719308
"413",32294.6194692553,19267.1525509473
"414",32281.888092252,19267.6995473285
"415",32261.0249774618,19268.246561075
"416",32253.0278372094,19268.7935921873
"417",32245.090952957,19269.3406406659
"418",32248.867789766,19269.8877065114
"419",32245.6723605274,19270.4347897243
"420",32244.7763803015,19270.9818903052
"421",32248.2336603861,19271.5290082547
"422",32249.4869394141,19272.0761435733
"423",32243.435885839,19272.6232962616
"424",32241.210961457,19273.17046632
"425",32242.7495202277,19273.7176537492
"426",32244.3958580837,19274.2648585497
"427",32243.4560358982,19274.8120807221
"428",32244.7009481251,19275.3593202668
"429",32249.5693482124,19275.9065771845
"430",32250.2675293809,19276.4538514758
"431",32255.8897651233,19277.0011431411
"432",32251.2724904387,19277.548452181
"433",32252.2689046621,19278.0957785961
"434",32259.7917771527,19278.6431223869
"435",32259.1824252065,19279.1904835539
"436",32254.966138711,19279.7378620978
"437",32252.2613214765,19280.2852580191
"438",32251.6720603138,19280.8326713183
"439",32252.3384050687,19281.3801019959
"440",32253.866093968,19281.9275500526
"441",32253.8698781218,19282.4750154889
"442",32253.4792939424,19283.0224983053
"443",32254.0820958295,19283.5699985024
"444",32255.0165953906,19284.1175160807
"445",32255.4868169028,19284.6650510408
"446",32256.1808592695,19285.2126033832
"447",32257.1081671989,19285.7601731085
"448",32258.0677834933,19286.3077602173
"449",32258.7214992798,19286.8553647101
"450",32259.8495041744,19287.4029865874
"451",32261.0879940081,19287.9506258498
"452",32262.6879338221,19288.4982824979
"453",32262.8056996766,19289.0459565321
"454",32263.7958382404,19289.5936479531
"455",32265.1342968206,19290.1413567614
"456",32265.5205985001,19290.6890829576
"457",32266.5056319679,19291.2368265422
"458",32267.1399140935,19291.7845875157
"459",32267.9141162267,19292.3323658788
"460",32268.8180272864,19292.8801616319
"461",32269.6964693403,19293.4279747757
"462",32270.6441762581,19293.9758053106
"463",32271.5584147355,19294.5236532372
"464",32272.473118122,19295.0715185561
"465",32273.4072351888,19295.6194012678
"466",32274.3425044372,19296.1673013729
"467",32275.2804613829,19296.715218872
"468",32276.2184952086,19297.2631537655
"469",32277.1467542962,19297.8111060541
