"","rep.0..days.","rep.0..days.","rep.0..days.","rep.0..days.","rep.0..days."
"296",30252.8407415595,31065.2449552286,29586.6319644244,33081.4680268249,34206.5272779381
"297",30204.9361844579,31019.4880246656,29584.5458360852,32963.3989496425,34234.810194648
"298",30308.6353453655,31059.2943271929,29587.2197285569,32859.9399451179,34233.7845794811
"299",30452.6244771958,31075.4399370431,29586.703213909,32796.8220040946,34263.2887936687
"300",30462.8341002522,31110.8990585129,29586.1836555459,33010.0999930795,34279.2692398497
"301",30441.6012529711,31237.8063579135,29584.4121083254,32988.5549938229,34188.8724446719
"302",30379.6089519535,31184.2630300175,29582.1384129025,32930.8209177089,34333.1641598845
"303",30415.4268792848,31251.4384583882,29583.2892990582,32902.3353699208,34388.7027402099
"304",30429.7501555933,31290.255507898,29584.7294599231,32968.2202897471,34425.122067533
"305",30185.9789201817,31309.2633018634,29584.3715981482,32950.0738117492,34408.6062433705
"306",30109.2615315892,31372.659595593,29600.5626370679,32943.5944582166,34406.0125801941
"307",30297.3969349851,31364.3151491354,29598.4850026166,32751.3951953667,34352.2375124228
"308",30078.2878531664,31322.3603509264,29593.7252420028,32856.29326272,34352.5399638318
"309",30010.0152232533,31348.2373711621,29594.6241321608,32827.6942507058,34382.9500618347
"310",30096.9905735621,31461.7577453159,29592.3143767337,32818.3200289184,34468.4477729445
"311",30176.6929671925,31434.6783746693,29595.6590084012,32747.038753902,34318.7092217539
"312",30075.1669676426,31504.0221709192,29589.0938102139,32821.4196311594,34236.6232225093
"313",30044.6339027191,31496.5599666531,29580.7819853914,32786.6434862396,34207.7512614419
"314",30049.3596365422,31639.2968562673,29585.6198160238,32764.7114734989,34192.0100971643
"315",30065.2155756605,31661.8569959186,29576.8078737114,32701.3503061995,34121.1000837146
"316",30136.539488479,31630.7619538956,29580.6887555773,32881.7188812662,34073.8569633021
"317",29991.2398228712,31572.0893422313,29579.4493543546,32761.5344457967,34089.4604184222
"318",29878.0776080254,31504.0870839535,29584.8746720319,32562.9242093997,34116.7002402308
"319",29913.2146745077,31496.0223347223,29585.4581419249,32643.4763387162,34093.6168167053
"320",29995.0996904536,31534.7192741127,29587.2172400938,32793.8611118906,34084.1589260174
"321",30013.1493030095,31436.8027232234,29594.2714911507,32861.6010580767,34072.1043053573
"322",29817.1968641467,31460.8735828482,29596.5983460965,33123.6794772281,34058.7848690801
"323",29791.1403452383,31449.5972520059,29592.6381868814,33171.4830315317,34036.8705368536
"324",29842.2793079206,31389.8708556821,29590.7369330281,33301.3095485664,34011.1314660067
